"Loan.Amount","Annual.Income","Earliest.Credit.Line.Opened","Total.Credit.Balance","Loan.Application.Description","Loan.Term_0","Loan.Term_1","Employment.Length_0","Employment.Length_1","Home.Ownership_0","Home.Ownership_1","Loan.Purpose_0","Loan.Purpose_1","Address.State_0","Address.State_1","Address.State_2","Address.State_3","Address.State_4","Debt.To.Income.Ratio_0","Debt.To.Income.Ratio_1","Debt.To.Income.Ratio_2","No..Delinquencies.In.Last.2.Years_0","No..Delinquencies.In.Last.2.Years_1","FICO.Credit.Score_0","FICO.Credit.Score_1","FICO.Credit.Score_2","FICO.Credit.Score_3","FICO.Credit.Score_4","No..Inquiries.In.Last.6.Months_0","No..Inquiries.In.Last.6.Months_1","Months.Since.Last.Delinquency_0","Months.Since.Last.Delinquency_1","Months.Since.Last.Delinquency_2","No..Of.Credit.Lines_0","No..Of.Credit.Lines_1","No..Adverse.Public.Records_0","No..Adverse.Public.Records_1","Use.Of.Credit.Line_0","Use.Of.Credit.Line_1","Use.Of.Credit.Line_2","Use.Of.Credit.Line_3","Use.Of.Credit.Line_4","Total.Number.Of.Credit.Lines_0","Total.Number.Of.Credit.Lines_1","No..Of.Public.Record.Bankruptcies_0","No..Of.Public.Record.Bankruptcies_1","Class"
7800,43000,37481.43819,3433,0,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0"
1500,66661,34331.47708,21774,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
2800,36000,38321.49167,503,0,"0","1","0","1","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
16800,72000,38471.08333,30405,36,"0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0"
4000,138000,32681.09306,21115,129,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
12000,35100,30000,50000,89,"0","1","1","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
4200,43000,38561.30625,8149,0,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0"
14400,75000,38742.19583,6760,220,"1","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0"
10150,69000,35982.25625,31596,251,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
25000,70000,36734.09167,18574,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
6000,33000,36612.37708,8452,0,"0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
6600,47838,33252.37847,2828,0,"0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0"
7125,37460,38262.15347,13710,0,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
4800,59000,37542.16667,2613,124,"0","1","0","1","0","1","0","1","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
3200,31200,39344.38958,1332,65,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
10400,112500,35383.23889,17320,0,"0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0"
20000,120000,35083.30833,50000,452,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
20000,80000,34963.41528,29588,125,"1","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
10425,60000,36943.39653,6247,0,"0","1","0","1","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","1","0","1","0"
3000,19200,38569.48542,843,191,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0"
5050,72000,35985.36736,25818,0,"0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","0","1","0","1","0","0"
9000,48000,35473.11528,14121,54,"1","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
25000,192000,33133.13681,12413,0,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
8000,57192,34393.12778,8212,436,"0","1","1","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
22750,40000,35173.16181,7905,0,"1","0","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
6000,43150,37993.28264,7679,186,"0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0"
1200,65000,37843.37361,5922,0,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
9000,72000,34544.49167,7953,116,"0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
28000,48000,38239.47847,3265,353,"1","0","0","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0"
5000,40000,30000,3127,0,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
7000,44000,37064.50208,7504,263,"0","1","0","1","0","1","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0"
20000,84000,36885.30208,13481,0,"0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
30000,112260,38205.48889,36995,523,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
25000,72400,30000,9769,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","0","0","0","1","1","0","0"
4500,55000,36015.3875,2534,0,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
7350,36000,37455.53264,17314,885,"1","0","1","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
35000,73000,31827.09792,35768,253,"1","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
1400,45000,30000,5578,0,"0","1","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
12000,74700,34636.04722,37101,0,"0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
12000,2e+05,34577.05,46565,580,"0","1","1","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
5300,36000,39107.45069,4320,682,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","1","0","0","1","0","1","0","0"
5000,80000,36227.09375,12883,283,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
2050,25000,38898.36389,5701,352,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0"
35000,130000,34998.18958,24793,1000,"1","0","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0"
3000,64800,35028.14375,0,629,"1","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0"
5300,65304,36061.05625,5031,0,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
12000,20400,36288.21181,5198,75,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0"
15000,80000,36056.27917,408,231,"1","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
10000,47000,36949.52292,9018,891,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0"
35000,45000,36319.29236,0,189,"1","0","0","1","0","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0"
5000,38400,38179.45347,5457,0,"0","1","1","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
8000,35000,39469.48542,5745,0,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
7000,42000,33036.08333,918,176,"0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0"
3500,38000,37912.20764,8031,0,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
9500,35004,39414.05972,9,0,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
2500,8628,36950.19861,2466,0,"0","1","1","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","1","0","0","0","1","0","0","1","0"
29000,73000,34610.29931,8615,703,"1","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
12000,60000,34610.34028,22371,0,"1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
14000,72000,35410.34722,4880,104,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
4000,53400,37730.20903,3812,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
30000,134000,35990.44514,34045,202,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
20000,66000,32750.44931,110,69,"1","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
2400,60000,36650.51667,2462,0,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","1","1","0","0"
20000,60000,34911.34583,21162,487,"1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
3600,50000,38600.19861,489,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
15000,60000,35600.31181,3590,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
5000,29000,36680.33125,1620,0,"0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0"
15775,56472,36290.46458,14168,305,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
4800,54000,35331.37014,8293,75,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0"
5000,21000,37731.44861,6065,0,"0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0"
2400,18000,37941.45,288,249,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
20000,94000,36111.05278,9564,665,"1","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
12000,57000,36661.49722,13433,0,"0","1","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
6000,84000,37791.14444,19736,549,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0"
24000,65004,36494.27708,33594,0,"1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
20000,60000,31221.29097,15032,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
35000,77100,38291.34028,5246,0,"0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
5000,36000,30000,3388,101,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
3000,74628,34552.46319,16210,0,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
3500,112000,36142.07847,2327,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
9000,75000,36382.20208,18927,0,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
16000,55152,35153.52986,12221,312,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
24000,133000,36236.32569,19353,312,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
7000,90000,30803.50972,10026,0,"0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0"
16000,66996,33686.24375,7083,0,"1","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
5500,48000,38544.46111,5800,319,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
12700,60780,36237.33056,4611,60,"1","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
10000,32400,35244.2625,7942,1000,"0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
2400,12000,39624.26736,466,0,"1","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0"
6200,1e+05,37315.23056,3367,79,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
10000,105000,38095.45417,2119,139,"0","1","1","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
1500,41004,36476.28264,0,88,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0"
18000,68000,34886.17083,3397,618,"1","0","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
6000,105500,36475.08264,44469,0,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
10000,52000,37855.15,11809,221,"0","1","0","1","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0"
6500,55605,33505.26181,23879,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
10000,146000,35576.39097,11178,311,"0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
3000,27996,39176.42083,878,50,"0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0"
19000,75000,35756.44306,31666,196,"1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
8000,80000,34886.25417,6973,104,"0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
11500,110000,35966.30972,11805,184,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
5000,97500,36866.325,29602,0,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0","1","1","0","0"
10800,48000,36476.38403,9836,0,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
11000,38400,30000,8206,0,"0","1","1","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
10400,43500,37827.39306,12848,0,"0","1","0","1","0","1","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
30600,80000,37467.38264,41207,0,"0","1","0","1","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
15500,51168,37167.06111,15285,391,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
5600,60000,35877.53472,29116,83,"0","1","1","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
10000,70000,34438.40764,12018,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
20000,115000,35667.25417,12340,0,"1","0","0","1","1","0","0","1","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
12000,122000,36340.32847,20153,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
4200,130000,36567.46181,19827,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0"
8000,110000,36058.29792,27166,0,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
23750,80000,37798.46528,23383,649,"0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
10000,97000,32518.34514,50000,116,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
5200,24000,39268.40694,3684,101,"0","1","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0"
21000,150000,36864.30069,6384,562,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
3000,48750,36628.04306,2862,0,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
7475,25000,36808.52986,2317,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
8250,43000,36289.31944,6288,0,"0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
14400,52000,35859.29583,14625,0,"1","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
20000,82000,38995.40625,1474,250,"0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0"
10000,85000,30208.07986,4205,208,"0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
6000,52000,37258.34722,2769,1000,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","1","0","1","0","1","0","0"
14000,70000,37049.52778,877,1000,"0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
10000,90000,37919.42917,3501,0,"0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
18000,48000,36899.40208,11575,0,"1","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
20000,78000,36689.46528,24225,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
5000,170000,38249.05625,3612,0,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0"
25000,95000,36989.17014,23059,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
